123987456654321, Michel, Nicolas, 1984-04-04, 0609876543, nicolas.michel@example.com, 11, S011, 170.25
987321654789123, Garcia, Emma, 1992-12-12, 0598765432, emma.garcia@example.com, 12, S012, 110.50
321789654987123, Martinez, David, 1987-01-30, 0587654321, david.martinez@example.com, 13, S013, 160.75
654123987789456, Leroy, Laura, 1981-06-06, 0576543210, laura.leroy@example.com, 14, S014, 225.00
789456123321789, Roussel, Antoine, 1990-10-20, 0565432109, antoine.roussel@example.com, 15, S015, 155.25
456789987654321, Morel, Elise, 1986-03-03, 0554321098, elise.morel@example.com, 16, S016, 125.50
123456789012346, Dupuis, Thomas, 1989-05-15, 0543210987, thomas.dupuis@example.com, 17, S017, 175.00
987654321098766, Petit, Charlotte, 1991-11-15, 0532109876, charlotte.petit@example.com, 18, S018, 160.00
123123123123124, Adam, Gabriel, 1979-09-09, 0521098765, gabriel.adam@example.com, 19, S019, 135.75
321321321321322, Pires, Marie, 1988-07-23, 0510987654, marie.pires@example.com, 20, S020, 120.50
